Lead ID,Business Name,Category,Decision Maker,Email Address,Phone Number,Website Status,Current Website URL,Facebook Profile,Instagram Profile,Google Rating,Review Count,Street Address,City,State / Region,Postal Code,Country,Lead Score (0-100),Est. Annual Revenue,Est. Employee Count,Buying Intent Score,SWOT Top Strength,SWOT Critical Deficit,AI Recommended Pitch Hook,AI Pitch Preview,Outreach Status
LEAD-0748,Crystal Hall Venue & Retreat,Event Venue,Sophie Murphy,enquiries@crystalhallvenueedinburgh.co.uk,+44 131 815 3486,MISSING,None (Missing),https://facebook.com/crystalhallvenue,https://instagram.com/crystalhallvenue,4.7★,15,136 Market Square,Edinburgh,Scotland,EH12 262EF,GB,78.75,$500k - $2.0M,2-5,80/100,Strong local reputation (4.7★ across 15 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Crystal Hall Venue & Retreat vs other event venues in Edinburgh,"Hi,  I was researching event venues in Edinburgh and noticed that while Crystal Hall Venue & Retreat has a great reputation, other event venues in Edinburgh is currently capturing a significant share ...",READY (Approved)
LEAD-0749,Anderson's Bakery,Bakery,Ruby Anderson,hello@andersonsbakerybirmingham.co.uk,+44 121 485 1801,LIVE,https://www.andersonsbakerybirmingham.co.uk,https://facebook.com/andersonsbakery,https://instagram.com/andersonsbakery,4.3★,90,134 Castle Street,Birmingham,West Midlands,B16 579GH,GB,51.25,$200k - $550k,5-12,60/100,Direct phone contact established for rapid customer response.,,Quick question regarding Anderson's Bakery vs other bakerys in Birmingham,"Hi,  I was researching bakerys in Birmingham and noticed that while Anderson's Bakery has a great reputation, other bakerys in Birmingham is currently capturing a significant share of local Google Sea...",READY (Approved)
LEAD-0750,Vanguard Construction & Design,Contractor,Sean Walsh,hello@vanguardconstrucnewyork.com,+1 212 951 2094,MISSING,None (Missing),https://facebook.com/vanguardconstruc,https://instagram.com/vanguardconstruc,4.5★,56,63 Station Road,New York,New York,10006,US,81.55,$600k - $2.5M,5-12,90/100,Strong local reputation (4.5★ across 56 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Vanguard Construction & Design vs other contractors in New York,"Hi,  I was researching contractors in New York and noticed that while Vanguard Construction & Design has a great reputation, other contractors in New York is currently capturing a significant share of...",READY (Approved)
LEAD-0751,Companion Pet Care Center,Veterinary,Ryan Walsh,hello@companionpetcareaustin.com,+1 512 611 3022,SOCIAL,https://facebook.com/companionpetcare,https://facebook.com/companionpetcare,https://instagram.com/companionpetcare,4.3★,171,37 Victoria Street,Austin,Texas,78711,US,88.75,$450k - $1.3M,10-25,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Companion Pet Care Center vs other veterinarys in Austin,"Hi,  I was researching veterinarys in Austin and noticed that while Companion Pet Care Center has a great reputation, other veterinarys in Austin is currently capturing a significant share of local Go...",READY (Approved)
LEAD-0752,Elite Dental Clinic,Dentist,Fiona Brennan,fiona@elitedentalclinichicago.com,+1 312 505 3045,MISSING,None (Missing),https://facebook.com/elitedentalclini,https://instagram.com/elitedentalclini,4.3★,35,88 Victoria Street,Chicago,Illinois,60602,US,84.05,$400k - $1.2M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Elite Dental Clinic vs other dentists in Chicago,"Hi,  I was researching dentists in Chicago and noticed that while Elite Dental Clinic has a great reputation, other dentists in Chicago is currently capturing a significant share of local Google Searc...",READY (Approved)
LEAD-0753,Premier Emergency Plumbing,Plumber,Ella Miller,hello@premieremergencymiami.com,+1 305 735 2688,MISSING,None (Missing),None,None,4.3★,84,127 Castle Street,Miami,Florida,33114,US,70.95,$250k - $750k,5-12,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Premier Emergency Plumbing vs other plumbers in Miami,"Hi,  I was researching plumbers in Miami and noticed that while Premier Emergency Plumbing has a great reputation, other plumbers in Miami is currently capturing a significant share of local Google Se...",READY (Approved)
LEAD-0754,EverDry Roof Repairs & Cladding,Roofing,Lucas Jackson,lucas@everdryroofrepaiseattle.com,+1 206 882 5116,LIVE,https://www.everdryroofrepaiseattle.com,https://facebook.com/everdryroofrepai,https://instagram.com/everdryroofrepai,4.6★,64,125 Park Avenue,Seattle,Washington,98119,US,65.45,$500k - $1.5M,5-12,60/100,Strong local reputation (4.6★ across 64 Google reviews).,,Quick question regarding EverDry Roof Repairs & Cladding vs other roofings in Seattle,"Hi,  I was researching roofings in Seattle and noticed that while EverDry Roof Repairs & Cladding has a great reputation, other roofings in Seattle is currently capturing a significant share of local ...",READY (Approved)
LEAD-0755,ProPower Power Solutions,Electrician,Fiona Doyle,enquiries@propowerpowersolsydney.com.au,+61 2 731 7268,MISSING,None (Missing),https://facebook.com/propowerpowersol,None,4.7★,77,25 George's Street,Sydney,New South Wales,2008,AU,81.65,$300k - $800k,5-12,90/100,Strong local reputation (4.7★ across 77 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding ProPower Power Solutions vs other electricians in Sydney,"Hi,  I was researching electricians in Sydney and noticed that while ProPower Power Solutions has a great reputation, other electricians in Sydney is currently capturing a significant share of local G...",READY (Approved)
LEAD-0756,Rodriguez's Restaurant,Restaurant,Benjamin Rodriguez,benjamin@rodriguezsrestaumelbourne.com.au,+61 3 671 9564,MISSING,None (Missing),https://facebook.com/rodriguezsrestau,None,4.6★,6,7 Church Road,Melbourne,Victoria,30019,AU,84.25,$400k - $1.5M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Rodriguez's Restaurant vs other restaurants in Melbourne,"Hi,  I was researching restaurants in Melbourne and noticed that while Rodriguez's Restaurant has a great reputation, other restaurants in Melbourne is currently capturing a significant share of local...",READY (Approved)
LEAD-0757,Urban Grind Espresso Bar,Cafe,Olivia Lewis,contact@urbangrindesprestoronto.ca,+1 416 567 6636,MISSING,None (Missing),None,https://instagram.com/urbangrindespres,4.7★,73,68 Market Square,Toronto,Ontario,M5V 7K671,CA,81.35,$200k - $600k,5-12,90/100,Strong local reputation (4.7★ across 73 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Urban Grind Espresso Bar vs other cafes in Toronto,"Hi,  I was researching cafes in Toronto and noticed that while Urban Grind Espresso Bar has a great reputation, other cafes in Toronto is currently capturing a significant share of local Google Search...",READY (Approved)
LEAD-0758,Pure Bliss Hair Studio,Salon,Ryan Davis,contact@pureblisshairstuvancouver.ca,+1 604 560 9818,SOCIAL,https://facebook.com/pureblisshairstu,https://facebook.com/pureblisshairstu,None,4.6★,88,26 Grand Parade,Vancouver,British Columbia,V6B 21L515,CA,93.15,$200k - $500k,5-12,90/100,Strong local reputation (4.6★ across 88 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Pure Bliss Hair Studio vs other salons in Vancouver,"Hi,  I was researching salons in Vancouver and noticed that while Pure Bliss Hair Studio has a great reputation, other salons in Vancouver is currently capturing a significant share of local Google Se...",READY (Approved)
LEAD-0759,Forge Health & Performance,Gym,Jack Wilson,contact@forgehealthperfoauckland.co.nz,+64 9 545 8172,BROKEN,http://www.forgehealthperfoauckland.co.nz,https://facebook.com/forgehealthperfo,https://instagram.com/forgehealthperfo,4.4★,156,83 High Street,Auckland,Auckland,1014,NZ,87.75,$350k - $900k,10-25,60/100,Direct phone contact established for rapid customer response.,,Quick question regarding Forge Health & Performance vs other gyms in Auckland,"Hi,  I was researching gyms in Auckland and noticed that while Forge Health & Performance has a great reputation, other gyms in Auckland is currently capturing a significant share of local Google Sear...",READY (Approved)
LEAD-0760,Lexis Law Chambers,Lawyer,Lily Harris,lily@lexislawchambersdublin.ie,+353 1 833 2244,MISSING,None (Missing),https://facebook.com/lexislawchambers,https://instagram.com/lexislawchambers,4.4★,71,68 King Street,Dublin,Leinster,D23 X448,IE,85.75,$600k - $2.5M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Lexis Law Chambers vs other lawyers in Dublin,"Hi,  I was researching lawyers in Dublin and noticed that while Lexis Law Chambers has a great reputation, other lawyers in Dublin is currently capturing a significant share of local Google Search tra...",READY (Approved)
LEAD-0761,Summit Accounting & Advisory,Accountant,Jack Johnson,contact@summitaccountingcork.ie,+353 21 430 8250,SOCIAL,https://facebook.com/summitaccounting,https://facebook.com/summitaccounting,https://instagram.com/summitaccounting,4.9★,185,7 Merchant's Quay,Cork,Munster,T12 0008,IE,92.75,$400k - $1.2M,10-25,90/100,Strong local reputation (4.9★ across 185 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Summit Accounting & Advisory vs other accountants in Cork,"Hi,  I was researching accountants in Cork and noticed that while Summit Accounting & Advisory has a great reputation, other accountants in Cork is currently capturing a significant share of local Goo...",READY (Approved)
LEAD-0762,Apex Motors Motor Works,Car Repair,Sophie Walker,info@apexmotorsmotorwgalway.ie,+353 91 503 4992,LIVE,https://www.apexmotorsmotorwgalway.ie,https://facebook.com/apexmotorsmotorw,https://instagram.com/apexmotorsmotorw,4.3★,153,113 Castle Street,Galway,Connacht,H91 0018,IE,57.75,$350k - $850k,10-25,60/100,Direct phone contact established for rapid customer response.,,Quick question regarding Apex Motors Motor Works vs other car repairs in Galway,"Hi,  I was researching car repairs in Galway and noticed that while Apex Motors Motor Works has a great reputation, other car repairs in Galway is currently capturing a significant share of local Goog...",READY (Approved)
LEAD-0763,Quinn's Photographer,Photographer,Mia Quinn,contact@quinnsphotographlimerick.ie,+353 61 923 6963,SOCIAL,https://facebook.com/quinnsphotograph,https://facebook.com/quinnsphotograph,https://instagram.com/quinnsphotograph,4.9★,27,61 Bridge Street,Limerick,Munster,V94 0018,IE,89.15,$150k - $400k,2-5,80/100,Strong local reputation (4.9★ across 27 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Quinn's Photographer vs other photographers in Limerick,"Hi,  I was researching photographers in Limerick and noticed that while Quinn's Photographer has a great reputation, other photographers in Limerick is currently capturing a significant share of local...",READY (Approved)
LEAD-0764,Heritage Banqueting Hall,Event Venue,Alexander O'Neill,info@heritagebanquetiwaterford.ie,+353 51 719 8794,MISSING,None (Missing),https://facebook.com/heritagebanqueti,None,4.8★,76,142 Park Avenue,Waterford,Munster,X91 0015,IE,82.55,$500k - $2.0M,5-12,90/100,Strong local reputation (4.8★ across 76 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Heritage Banqueting Hall vs other event venues in Waterford,"Hi,  I was researching event venues in Waterford and noticed that while Heritage Banqueting Hall has a great reputation, other event venues in Waterford is currently capturing a significant share of l...",READY (Approved)
LEAD-0765,Traditional Artisan Bakery,Bakery,Noah Doyle,info@traditionalartisbelfast.co.uk,+44 28 375 1362,MISSING,None (Missing),https://facebook.com/traditionalartis,https://instagram.com/traditionalartis,4.9★,11,38 Grand Parade,Belfast,Ulster,BT22 462AB,GB,71.75,$200k - $550k,2-5,80/100,Strong local reputation (4.9★ across 11 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Traditional Artisan Bakery vs other bakerys in Belfast,"Hi,  I was researching bakerys in Belfast and noticed that while Traditional Artisan Bakery has a great reputation, other bakerys in Belfast is currently capturing a significant share of local Google ...",READY (Approved)
LEAD-0766,Pinnacle Home Builders,Contractor,Hannah Murphy,hannah@pinnaclehomebuillondon.co.uk,+44 20 921 3184,LIVE,https://www.pinnaclehomebuillondon.co.uk,https://facebook.com/pinnaclehomebuil,https://instagram.com/pinnaclehomebuil,4.8★,153,138 Oak Lane,London,Greater London,EC11A 338AA,GB,66.25,$600k - $2.5M,10-25,60/100,Strong local reputation (4.8★ across 153 Google reviews).,,Quick question regarding Pinnacle Home Builders vs other contractors in London,"Hi,  I was researching contractors in London and noticed that while Pinnacle Home Builders has a great reputation, other contractors in London is currently capturing a significant share of local Googl...",READY (Approved)
LEAD-0767,Ark Pet Care Center,Veterinary,Benjamin Jones,info@arkpetcarecentermanchester.co.uk,+44 161 824 1867,SOCIAL,https://facebook.com/arkpetcarecenter,https://facebook.com/arkpetcarecenter,https://instagram.com/arkpetcarecenter,4.7★,49,17 Wellington Road,Manchester,Greater Manchester,M14 847CD,GB,89.25,$450k - $1.3M,5-12,90/100,Strong local reputation (4.7★ across 49 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Ark Pet Care Center vs other veterinarys in Manchester,"Hi,  I was researching veterinarys in Manchester and noticed that while Ark Pet Care Center has a great reputation, other veterinarys in Manchester is currently capturing a significant share of local ...",READY (Approved)
LEAD-0768,Prime Dental Care,Dentist,William Davis,william@primedentalcareedinburgh.co.uk,+44 131 946 2957,MISSING,None (Missing),https://facebook.com/primedentalcare,https://instagram.com/primedentalcare,4.8★,20,105 Station Road,Edinburgh,Scotland,EH23 585EF,GB,86.25,$400k - $1.2M,2-5,80/100,Strong local reputation (4.8★ across 20 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Prime Dental Care vs other dentists in Edinburgh,"Hi,  I was researching dentists in Edinburgh and noticed that while Prime Dental Care has a great reputation, other dentists in Edinburgh is currently capturing a significant share of local Google Sea...",READY (Approved)
LEAD-0769,Titan Plumbing Solutions,Plumber,Ethan Martinez,contact@titanplumbingsolbirmingham.co.uk,+44 121 711 2486,MISSING,None (Missing),https://facebook.com/titanplumbingsol,https://instagram.com/titanplumbingsol,4.2★,35,87 Commercial Road,Birmingham,West Midlands,B4 636GH,GB,76.55,$250k - $750k,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Titan Plumbing Solutions vs other plumbers in Birmingham,"Hi,  I was researching plumbers in Birmingham and noticed that while Titan Plumbing Solutions has a great reputation, other plumbers in Birmingham is currently capturing a significant share of local G...",READY (Approved)
LEAD-0770,Byrne's Roofing,Roofing,Lily Byrne,hello@byrnesroofingnewyork.com,+1 212 201 9669,MISSING,None (Missing),https://facebook.com/byrnesroofing,https://instagram.com/byrnesroofing,4.6★,84,96 Grand Parade,New York,New York,10006,US,83.95,$500k - $1.5M,5-12,90/100,Strong local reputation (4.6★ across 84 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Byrne's Roofing vs other roofings in New York,"Hi,  I was researching roofings in New York and noticed that while Byrne's Roofing has a great reputation, other roofings in New York is currently capturing a significant share of local Google Search ...",READY (Approved)
LEAD-0771,Current Electricians & Automation,Electrician,Oliver Martinez,enquiries@currentelectriciaustin.com,+1 512 583 3898,BROKEN,http://www.currentelectriciaustin.com,https://facebook.com/currentelectrici,https://instagram.com/currentelectrici,4.5★,217,46 Wellington Road,Austin,Texas,78705,US,89.75,$300k - $800k,10-25,60/100,Strong local reputation (4.5★ across 217 Google reviews).,,Quick question regarding Current Electricians & Automation vs other electricians in Austin,"Hi,  I was researching electricians in Austin and noticed that while Current Electricians & Automation has a great reputation, other electricians in Austin is currently capturing a significant share o...",READY (Approved)
LEAD-0772,Trattoria Grill & Tavern,Restaurant,Samuel Williams,info@trattoriagrilltachicago.com,+1 312 557 3955,MISSING,None (Missing),https://facebook.com/trattoriagrillta,https://instagram.com/trattoriagrillta,4.7★,52,87 Commercial Road,Chicago,Illinois,60622,US,82.35,$400k - $1.5M,5-12,90/100,Strong local reputation (4.7★ across 52 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Trattoria Grill & Tavern vs other restaurants in Chicago,"Hi,  I was researching restaurants in Chicago and noticed that while Trattoria Grill & Tavern has a great reputation, other restaurants in Chicago is currently capturing a significant share of local G...",READY (Approved)
LEAD-0773,Wild Flour Cafe & Bakery,Cafe,Lily Walsh,contact@wildflourcafebakmiami.com,+1 305 344 4923,LIVE,https://www.wildflourcafebakmiami.com,https://facebook.com/wildflourcafebak,https://instagram.com/wildflourcafebak,4.8★,215,11 Broad Street,Miami,Florida,33102,US,60.75,$200k - $600k,10-25,60/100,Strong local reputation (4.8★ across 215 Google reviews).,,Quick question regarding Wild Flour Cafe & Bakery vs other cafes in Miami,"Hi,  I was researching cafes in Miami and noticed that while Wild Flour Cafe & Bakery has a great reputation, other cafes in Miami is currently capturing a significant share of local Google Search tra...",READY (Approved)
LEAD-0774,Serenity Hair Studio,Salon,Ella Johnson,contact@serenityhairstudseattle.com,+1 206 739 9715,MISSING,None (Missing),None,None,4.5★,54,51 Oak Lane,Seattle,Washington,98121,US,74.45,$200k - $500k,5-12,80/100,Strong local reputation (4.5★ across 54 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Serenity Hair Studio vs other salons in Seattle,"Hi,  I was researching salons in Seattle and noticed that while Serenity Hair Studio has a great reputation, other salons in Seattle is currently capturing a significant share of local Google Search t...",READY (Approved)
LEAD-0775,Pulse CrossFit & Athletics,Gym,Liam Doyle,enquiries@pulsecrossfitathsydney.com.au,+61 2 695 7370,MISSING,None (Missing),None,None,4.8★,42,136 Main Street,Sydney,New South Wales,2007,AU,72.85,$350k - $900k,5-12,80/100,Strong local reputation (4.8★ across 42 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Pulse CrossFit & Athletics vs other gyms in Sydney,"Hi,  I was researching gyms in Sydney and noticed that while Pulse CrossFit & Athletics has a great reputation, other gyms in Sydney is currently capturing a significant share of local Google Search t...",READY (Approved)
LEAD-0776,Vanguard Solicitors & Advocates,Lawyer,Joseph O'Neill,info@vanguardsolicitomelbourne.com.au,+61 3 747 1458,MISSING,None (Missing),https://facebook.com/vanguardsolicito,https://instagram.com/vanguardsolicito,4.6★,25,112 Wellington Road,Melbourne,Victoria,30017,AU,81.95,$600k - $2.5M,2-5,80/100,Strong local reputation (4.6★ across 25 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Vanguard Solicitors & Advocates vs other lawyers in Melbourne,"Hi,  I was researching lawyers in Melbourne and noticed that while Vanguard Solicitors & Advocates has a great reputation, other lawyers in Melbourne is currently capturing a significant share of loca...",READY (Approved)
LEAD-0777,Taylor's Accountant,Accountant,Conor Taylor,hello@taylorsaccountantoronto.ca,+1 416 426 6247,MISSING,None (Missing),https://facebook.com/taylorsaccountan,https://instagram.com/taylorsaccountan,4.2★,40,98 Church Road,Toronto,Ontario,M5V 23K219,CA,77.75,$400k - $1.2M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Taylor's Accountant vs other accountants in Toronto,"Hi,  I was researching accountants in Toronto and noticed that while Taylor's Accountant has a great reputation, other accountants in Toronto is currently capturing a significant share of local Google...",READY (Approved)
LEAD-0778,ProDrive Motor Works,Car Repair,Chloe Davis,contact@prodrivemotorworvancouver.ca,+1 604 611 1733,MISSING,None (Missing),https://facebook.com/prodrivemotorwor,None,4.5★,37,147 Oak Lane,Vancouver,British Columbia,V6B 7L999,CA,79.65,$350k - $850k,5-12,90/100,Strong local reputation (4.5★ across 37 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding ProDrive Motor Works vs other car repairs in Vancouver,"Hi,  I was researching car repairs in Vancouver and noticed that while ProDrive Motor Works has a great reputation, other car repairs in Vancouver is currently capturing a significant share of local G...",READY (Approved)
LEAD-0779,Aperture Photography Collective,Photographer,Benjamin Clark,benjamin@aperturephotograauckland.co.nz,+64 9 459 1170,SOCIAL,https://facebook.com/aperturephotogra,https://facebook.com/aperturephotogra,https://instagram.com/aperturephotogra,4.3★,37,58 Grand Parade,Auckland,Auckland,10121,NZ,91.15,$150k - $400k,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Aperture Photography Collective vs other photographers in Auckland,"Hi,  I was researching photographers in Auckland and noticed that while Aperture Photography Collective has a great reputation, other photographers in Auckland is currently capturing a significant sha...",READY (Approved)
LEAD-0780,Elysian Venue & Retreat,Event Venue,Ciara Davis,hello@elysianvenueretrdublin.ie,+353 1 957 5202,LIVE,https://www.elysianvenueretrdublin.ie,https://facebook.com/elysianvenueretr,https://instagram.com/elysianvenueretr,4.6★,227,73 Trinity Street,Dublin,Leinster,D10 X391,IE,61.75,$500k - $2.0M,10-25,60/100,Strong local reputation (4.6★ across 227 Google reviews).,,Quick question regarding Elysian Venue & Retreat vs other event venues in Dublin,"Hi,  I was researching event venues in Dublin and noticed that while Elysian Venue & Retreat has a great reputation, other event venues in Dublin is currently capturing a significant share of local Go...",READY (Approved)
LEAD-0781,The Rolling Pin Bakery & Patisserie,Bakery,David Rodriguez,enquiries@therollingpinbakcork.ie,+353 21 709 4289,MISSING,None (Missing),None,https://instagram.com/therollingpinbak,4.4★,11,100 Market Square,Cork,Munster,T12 0003,IE,68.75,$200k - $550k,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding The Rolling Pin Bakery & Patisserie vs other bakerys in Cork,"Hi,  I was researching bakerys in Cork and noticed that while The Rolling Pin Bakery & Patisserie has a great reputation, other bakerys in Cork is currently capturing a significant share of local Goog...",READY (Approved)
LEAD-0782,Integrity General Contracting,Contractor,Noah Jones,enquiries@integritygeneralgalway.ie,+353 91 985 4096,SOCIAL,https://facebook.com/integritygeneral,https://facebook.com/integritygeneral,https://instagram.com/integritygeneral,4.5★,97,40 Bridge Street,Galway,Connacht,H91 0009,IE,92.55,$600k - $2.5M,5-12,90/100,Strong local reputation (4.5★ across 97 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Integrity General Contracting vs other contractors in Galway,"Hi,  I was researching contractors in Galway and noticed that while Integrity General Contracting has a great reputation, other contractors in Galway is currently capturing a significant share of loca...",READY (Approved)
LEAD-0783,Valley Animal Clinic,Veterinary,Aoife Rodriguez,contact@valleyanimalclinlimerick.ie,+353 61 717 2042,MISSING,None (Missing),https://facebook.com/valleyanimalclin,https://instagram.com/valleyanimalclin,4.4★,70,113 Grand Parade,Limerick,Munster,V94 0008,IE,78.25,$450k - $1.3M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Valley Animal Clinic vs other veterinarys in Limerick,"Hi,  I was researching veterinarys in Limerick and noticed that while Valley Animal Clinic has a great reputation, other veterinarys in Limerick is currently capturing a significant share of local Goo...",READY (Approved)
LEAD-0784,Thompson's Dentist,Dentist,Lily Thompson,info@thompsonsdentistwaterford.ie,+353 51 619 9487,MISSING,None (Missing),https://facebook.com/thompsonsdentist,https://instagram.com/thompsonsdentist,4.5★,3,37 George's Street,Waterford,Munster,X91 0022,IE,80.75,$400k - $1.2M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Thompson's Dentist vs other dentists in Waterford,"Hi,  I was researching dentists in Waterford and noticed that while Thompson's Dentist has a great reputation, other dentists in Waterford is currently capturing a significant share of local Google Se...",READY (Approved)
LEAD-0785,ProActive Plumbing Services,Plumber,Jack Kennedy,info@proactiveplumbinbelfast.co.uk,+44 28 777 9938,MISSING,None (Missing),https://facebook.com/proactiveplumbin,None,4.7★,33,73 Station Road,Belfast,Ulster,BT15 866AB,GB,79.35,$250k - $750k,5-12,90/100,Strong local reputation (4.7★ across 33 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding ProActive Plumbing Services vs other plumbers in Belfast,"Hi,  I was researching plumbers in Belfast and noticed that while ProActive Plumbing Services has a great reputation, other plumbers in Belfast is currently capturing a significant share of local Goog...",READY (Approved)
LEAD-0786,TrueGuard Roofing Specialists,Roofing,Ryan Hall,ryan@trueguardroofinglondon.co.uk,+44 20 749 6900,MISSING,None (Missing),https://facebook.com/trueguardroofing,None,4.5★,5,66 Market Square,London,Greater London,EC12A 857AA,GB,84.25,$500k - $1.5M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding TrueGuard Roofing Specialists vs other roofings in London,"Hi,  I was researching roofings in London and noticed that while TrueGuard Roofing Specialists has a great reputation, other roofings in London is currently capturing a significant share of local Goog...",READY (Approved)
LEAD-0787,Elite Electricians & Automation,Electrician,Conor Hall,conor@eliteelectricianmanchester.co.uk,+44 161 328 6782,MISSING,None (Missing),https://facebook.com/eliteelectrician,None,4.7★,44,100 Commercial Road,Manchester,Greater Manchester,M12 445CD,GB,84.45,$300k - $800k,5-12,90/100,Strong local reputation (4.7★ across 44 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Elite Electricians & Automation vs other electricians in Manchester,"Hi,  I was researching electricians in Manchester and noticed that while Elite Electricians & Automation has a great reputation, other electricians in Manchester is currently capturing a significant s...",READY (Approved)
LEAD-0788,Olive & Oak Italian Restaurant,Restaurant,Mia Taylor,hello@oliveoakitalianredinburgh.co.uk,+44 131 782 4188,BROKEN,http://www.oliveoakitalianredinburgh.co.uk,https://facebook.com/oliveoakitalianr,https://instagram.com/oliveoakitalianr,4.8★,203,94 Commercial Road,Edinburgh,Scotland,EH18 983EF,GB,91.75,$400k - $1.5M,10-25,60/100,Strong local reputation (4.8★ across 203 Google reviews).,,Quick question regarding Olive & Oak Italian Restaurant vs other restaurants in Edinburgh,"Hi,  I was researching restaurants in Edinburgh and noticed that while Olive & Oak Italian Restaurant has a great reputation, other restaurants in Edinburgh is currently capturing a significant share ...",READY (Approved)
LEAD-0789,Corner Perk Cafe & Bakery,Cafe,Ethan Taylor,ethan@cornerperkcafebabirmingham.co.uk,+44 121 311 9893,SOCIAL,https://facebook.com/cornerperkcafeba,https://facebook.com/cornerperkcafeba,https://instagram.com/cornerperkcafeba,4.6★,94,106 Main Street,Birmingham,West Midlands,B7 322GH,GB,95.95,$200k - $600k,5-12,90/100,Strong local reputation (4.6★ across 94 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Corner Perk Cafe & Bakery vs other cafes in Birmingham,"Hi,  I was researching cafes in Birmingham and noticed that while Corner Perk Cafe & Bakery has a great reputation, other cafes in Birmingham is currently capturing a significant share of local Google...",READY (Approved)
LEAD-0790,Elysian Beauty & Hair Lounge,Salon,Jack Gallagher,jack@elysianbeautyhainewyork.com,+1 212 224 4382,MISSING,None (Missing),https://facebook.com/elysianbeautyhai,https://instagram.com/elysianbeautyhai,4.3★,28,40 Station Road,New York,New York,10019,US,82.65,$200k - $500k,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Elysian Beauty & Hair Lounge vs other salons in New York,"Hi,  I was researching salons in New York and noticed that while Elysian Beauty & Hair Lounge has a great reputation, other salons in New York is currently capturing a significant share of local Googl...",READY (Approved)
LEAD-0791,Brown's Gym,Gym,Alexander Brown,enquiries@brownsgymaustin.com,+1 512 981 9693,SOCIAL,https://facebook.com/brownsgym,https://facebook.com/brownsgym,None,4.2★,230,22 High Street,Austin,Texas,78701,US,89.75,$350k - $900k,10-25,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Brown's Gym vs other gyms in Austin,"Hi,  I was researching gyms in Austin and noticed that while Brown's Gym has a great reputation, other gyms in Austin is currently capturing a significant share of local Google Search traffic because ...",READY (Approved)
